reg_num,full_name,inn,kpp,tofk
03481000023,Отделение по Сергиево-Посадскому муниципальному району Управления Федерального казначейства по Московской области,5042042795,504201001,4849
03481000022,Отделение по Ступинскому муниципальному району Управления Федерального казначейства по Московской области,5045007767,504501001,4853
03481000025,Отделение по Павлово-Посадскому муниципальному району Управления Федерального казначейства по Московской области,5035012020,503501001,4839
03481000024,Отделение по городскому округу Дубна Управления Федерального казначейства по Московской области,5010007653,501001001,4809
03481000027,Отделение по городскому округу Балашиха Управления Федерального казначейства по Московской области,5001018507,500101001,4800
03483000697,"Муниципальное учреждение культуры ""Центр библиотечной системы"" сельского поселения Леонтьевское Ступинского муниципального района Московской области",5045044889,504501001,4853
03483004193,"Муниципальное дошкольное образовательное учреждение центр развития ребенка-детский сад № 45 ""Колосок""",5036034570,503601001,4840
03483000953,"Муниципальное учреждение ""Централизованная бухгалтерия Люберецкого района Московской области""",5027036878,502701001,4830
03483004191,Муниципальное общеобразовательное учреждение гимназия №9,5018044865,501801001,4817
03483000194,"Муниципальное бюджетное учреждение культуры ""Ступинская филармония"" городского поселения Ступино Ступинского муниципального района",5045031209,504501001,4853
03483004197,Муниципальное образовательное учреждение для детей дошкольного и младшего школьного возраста Врачовская начальная школа - детский сад,5072722678,507201001,4828
03483004195,"Муниципальное учреждение культуры ""Дворец культуры ""Октябрь""",5036036634,503601001,4840
03483000138,"Муниципальное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, детский дом ""Надежда""",5053013517,505301001,4863
03481000807,"""Управление внутренних дел по Красногорскому муниципальному району Московской области""",5024000168,502401001,4824
03481000252,Войсковая часть 7576,5044012066,504401001,4852
03483004198,"Муниципальное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, ""Детский дом""",5072712817,507201001,4828
03481000803,Государственное учреждение-Управление Пенсионного фонда Российской Федерации №41 по г.Москве и Московской области,5014003000,501401001,4813
03481000802,государственное учреждение - Управление Пенсионного фонда Российской Федерации № 19 по г. Москве и Московской области,5053013482,505301001,4863
03483000192,"Муниципальное бюджетное учреждение культуры культурно-творческий центр "" Возрождение"" городского поселения Ступино",5045030727,504501001,4853
03483003907,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа №29""",5036046030,503601001,4840
01483000101,Администрация муниципального образования сельское поселение Соколовское Солнечногорского муниципального района Московской области,5044051139,504401001,4852
03483000077,Администрация сельского поселения Радовицкое,5049015247,504901001,4859
03483002120,"Муниципальное специальное (коррекционное) образовательное учреждение для обучающихся, воспитанников с ограниченными возможностями здоровья ""Глуховская общеобразовательная школа-интернат №2 VII вида""",5031024145,503101001,4863
03483002121,"Муниципальное образовательное учреждение дополнительного образования детей ""Черноголовская детская школа искусств"" имени профессора Елены Петровны Макуренковой",5031022356,503101001,4863
03483002690,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа №1 с углубленным изучением отдельных предметов"" Ступинского муниципального района",5045026047,504501001,4853
03483002691,"Муниципальное общеобразовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей ""Детский дом-школа""",5034084054,503401001,4837
03483002696,"Муниципальное учреждение культуры ""Межпоселенческая библиотека"" Ленинского муниципального района Московской области",5003030644,500301001,4825
03483002697,муниципальное общеобразовательное учреждение Квашёнковская средняя общеобразовательная школа,5078004070,507801001,4809
03483002694,Комитет культуры администрации Ступинского муниципального района,5045017116,504501001,4853
03483002695,"Муниципальное учреждение здравоохранения ""Амбулатория пос.Развилка""",5003042400,500301001,4825
03483003743,Муниципальное общеобразовательное учреждение -Начальная общеобразовательная школа пос. Строитель,5028017162,502801001,4831
03483003742,Муниципальное общеобразовательное учреждение - Средняя общеобразовательная школа с.Сокольниково,5028017067,502801001,4831
03483003741,Муниципальное общеобразовательное учреждение Порецкая средняя общеобразовательная школа,5028016948,502801001,4831
01483000192,"Администрация муниципального образования ""Городское поселение Малино""",5045035806,504501001,4853
01483000195,Администрация Красногорского муниципального района Московской области,5024002077,502401001,4824
03483003746,муниципальное дошкольное образовательное учреждение детский сад № 26 общеразвивающего вида п. Бородинское Поле,5028017187,502801001,4831
01483000197,Администрация муниципального образования сельского поселения Ильинское,5034023238,503401001,4837
01483000196,Администрация городского поселения Шаховская,5079009681,507901001,4860
03483000573,"Муниципальное учреждение здравоохранения ""Одинцовская центральная районная больница""",5032004293,503201001,4835
03483001524,"Муниципальное дошкольное образовательное учреждение ""Центр развития ребенка-детский сад № 19 ""Светлячок""",5070011414,502201001,4870
03483000229,"Муниципальное лечебно-профилактическое учреждение ""Шувойская участковая больница""",5011020061,501101001,4810
03481000734,"Федеральное государственное бюджетное учреждение ""Научно-исследовательский испытательный центр подготовки космонавтов имени Ю.А.Гагарина""",5050077618,505001001,4861
03481000737,"Санаторий-профилакторий внутренних войск МВД России ""Федосьино"" (войсковая часть 2670)",5004002632,500401001,4803
03483002653,"Муниципальное учреждение культуры Музей-заповедник ""Дмитровский кремль""",5007022267,500701001,4806
03481000731,ВОЙСКОВАЯ ЧАСТЬ 3641,5038019183,503801001,4843
03483000870,"Муниципальное учреждение культуры ""Коломенская филармония""",5022068259,502201001,4870
03481000733,Управление внутренних дел по Раменскому муниципальному району Московской области,5040031734,504001001,4845
03482000479,"Государственное бюджетное учреждение социального обслуживания Московской области ""Сергиево-Посадский реабилитационный центр для детей и подростков с ограниченными возможностями ""Оптимист""",5042064816,504201001,4849
03483002674,"Муниципальное образовательное учреждение дополнительного образования детей ""Специалиализированная детско-юношеская школа олимпийского резерва по лыжным гонкам""",5074014381,507401001,4840
03483002346,"Муниципальное учреждение культуры ""Музей истории города Бронницы""",5002003831,500201001,4802
03483002347,"Муниципальное учреждение культуры ""Бронницкая центральная детская библиотека""",5002003870,500201001,4802
01483000379,Администрация Павлово-Посадского муниципального района Московской области,5035006274,503501001,4839
01483000378,Администрация городского поселения Воскресенск Воскресенского муниципального района Московской области,5005048830,500501001,4804
03483002342,"Муниципальное дошкольное образовательное учреждение ""Детский сад №10 ""Колокольчик""",5071001659,507101001,4860
03483002343,"Муниципальное образовательное учреждением дополнительного образования детей ""Дом детского творчества""",5071001666,507101001,4860
01483000375,Администрация сельского поселения Анискинское Щелковского муниципального района Московской области,5050055540,505001001,4861
03482000470,государственное образовательное учреждение начального профессионального образования профессиональное училище №113 Московской области,5075005870,507501001,4847
01483000377,Администрация сельского поселения Захаровское Одинцовского муниципального района Московской области,5032139269,503201001,4835
03482000472,Государственное образовательное учреждение начального профессионального образования профессиональный лицей №56 Московской области,5048050986,504801001,4858
03482000475,"Государственное образовательное учреждение среднего профессионального образования Московской области ""Московский областной профессиональный колледж""",5042042925,504201001,4849
03482000474,"Государственное образовательное учреждение среднего профессионального образования Московской области ""Московский областной промышленно-экономический колледж""",5010030187,501001001,4809
03482000477,Государственное учреждение здравоохранения Московская областная психиатрическая больница № 2 имени В.И.Яковенко,5048051891,504801001,4858
03482000476,"Государственное учреждение здравоохранения Московской области ""Балашихинский психоневрологический диспансер""",5001053558,500101001,4801
03483001095,"Муниципальное образовательное учреждение дополнительного образования детей ""Детская музыкальная школа""",5027064392,505601001,4830
03482000278,Государственное образовательное учреждение начального профессионального образования профессиональное училище №17 Московской области,5022021885,502201001,4870
03483004447,Финансовое управление Администрации города Лобня,5025028230,502501001,4826
03482000755,"Государственное учреждение Московской области ""Московский областной фонд поддержки малого предпринимательства""",5047041450,504701001,4800
03482000273,"Государственное бюджетное стационарное учреждение социального обслуживания Московской области ""Антроповский психоневрологический интернат""",5048051186,504801001,4858
03482000272,"Государственное учреждение здравоохранения Московской области ""Жуковский противотуберкулезный диспансер""",5013050174,501301001,4845
03482000271,"государственное учреждение здравоохранения Московской области ""Павлово-Посадский противотуберкулезный диспансер""",5035032806,503501001,4839
03483004446,"Муниципальное дошкольное образовательное учреждение детский сад компенсирующего вида №3 ""Белочка"" (для детей с нарушением речи)",5005030047,500501001,4804
03482000277,"Государственное бюджетное учреждение социального обслуживания Московской области ""Клинский реабилитационный центр для детей и подростков с ограниченными возможностями ""Родник""",5020032786,502001001,4820
03482000276,Государственное образовательное учреждение начального профессионального образования профессиональное училище № 51 Московской области,5020008053,502001001,4820
03482000275,"Государственное образовательное учреждение среднего профессионального образования ""Клинский колледж"" Московской области",5020004884,502001001,4820
03482000274,"Государственное бюджетное учреждение социального обслуживания Московской области ""Талдомский центр социального обслуживания граждан пожилого возраста и инвалидов""",5078014262,507801001,4809
03483002137,"Муниципальное общеобразовательное учреждение ""Васильевская средняя общеобразовательная школа""",5042068031,504201001,4849
03732000743,Государственное учреждение здравоохранения города Москвы Детский бронхолегочный санаторий № 8 Управления здравоохранения Северо-Восточного административного округа города Москвы,5002001584,500201001,7303
03481000062,Учреждение Российской академии наук Институт проблем технологии микроэлектроники и особочистых материалов РАН,5031004607,503101001,4863
03483001248,Муниципальное образовательное учреждение дополнительного образования детей Центр детского творчества,5022028584,502201001,4870
03482000749,"Государственное специализированное учреждение Московской области ""Московский областной финансовый центр""",5041022309,504101001,4800
03483001244,Муниципальное образовательное учреждение дополнительного образования детей Детско-юношеская спортивная школа,5022028859,502201001,4870
03483001245,"Муниципальное образовательное учреждение дополнительного образования детей Детско-юношеская спортивная школа по плаванию ""Юниор""",5022035486,502201001,4870
03483001246,"Муниципальное учреждение дополнительного образования детей ""Центр внешкольной работы""",5022030248,502201001,4870
03483001247,Муниципальное образовательное учреждение дополнительного образования детей Центр дополнительного образования детей,5022030262,502201001,4870
03483001240,Муниципальное образовательное учреждение Методический центр в системе дополнительного педагогического образования (повышение квалификации),5022026918,502201001,4870
03483001241,"Муниципальное учреждение дополнительного образования ""Ресурсный центр информационных технологий""",5022026964,502201001,4870
03483001242,"Муниципальное учреждение ""Центр механизации и инженерно-технического обеспечения муниципальных образовательных учреждений городского округа Коломна""",5022088833,502201001,4870
03483001243,Муниципальное образовательное учреждение дополнительного образования детей Дом детского и юношеского туризма и экскурсий (юных туристов),5022028979,502201001,4870
03482000516,"государственное учреждение Московской области ""Электростальское информационное агентство Московской области""",5053048848,505301001,4863
03482000517,Государственное бюджетное учреждение социального обслуживания Московской области «Звенигородский комплексный центр социального обслуживания населения»,5015005459,501501001,4835
03482000514,"Государственное учреждение Московской области ""Информационное агентство Лотошинского района Московской области""",5071004321,507101001,4803
03482000515,"Государственное учреждение Московской области ""Подольское информационное агентство Московской области""",5036063878,503601001,4840
03482000512,"Государственное учреждение здравоохранения Московской области ""Балашихинский противотуберкулезный диспансер""",5001053734,500101001,4801
03482000513,"Государственное учреждение здравоохранения Московской области ""Подольский кожно-венерологический диспансер""",5036025738,503601001,4840
03483001488,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа №3""",5037001183,503701001,4850
03483001489,"Муниципальное дошкольное образовательное учреждение детский сад № 19 ""Звездочка""",5074036794,507401001,4840
03483001551,Муниципальное дошкольное образовательное учреждение детский сад комбинированного вида №36,5019013267,501901001,4836
03483001482,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 15 комбинированного вида """,5031026368,503101001,4863
03483001314,Муниципальное общеобразовательное учреждение Вечерняя (сменная) общеобразовательная школа № 1 г. Ногинска,5031026537,503101001,4863
03483001480,"Муниципальное дошкольное образовательное учреждение детский сад общеразвивающего вида №10 ""Аленушка"" городского округа Рошаля Московской области",5055001193,505501001,4859
03482000519,"государственное учреждение здравоохранения Московской области ""Психоневрологический диспансер""",5008014519,500801001,4857
03483001312,Муниципальное дошкольное образовательное учреждение детский сад комбинированного вида №11,5019013700,501901001,4836
03483001459,"Муниципальное общеобразовательное учреждение ""Шаховская гимназия""",5079003048,507901001,4860
01483000219,Администрация городского поселения Заречье Одинцовского муниципального района Московской области,5032139879,503201001,4835
03483001646,"Муниципальное учреждение ""Молодёжный центр ""Лидер""",5056001460,505601001,4830
03483001802,"Управление по делам молодежи, культуре и спорту администрации Ленинского муниципального района",5003064587,500301001,4825
03483001803,"Муниципальное бюджетное учреждение ""Научно-методический кабинет"" г.Троицка Московской области",5046072215,504601001,4855
03483001311,Муниципальное дошкольное образовательное учреждение детский сад комбинированного вида №5,5019011372,501901001,4836
03483003065,"Муниципальное дошкольное образовательное учреждение ""Детский сад общеразвивающего вида №37""",5040040520,504001001,4845
03483003791,Муниципальное общеобразовательное учреждение - Средняя общеобразовательная школа д. Красный Балтиец,5028016881,502801001,4831
03732002305,Государственное учреждение здравоохранения города Москвы Детский бронхолегочный санаторий № 68 Департамента здравоохранения города Москвы,5038014241,503801001,7301
03483001805,Муниципальное общеобразовательное учреждение Львовская средняя общеобразовательная школа №4,5074019380,507401001,4840
03482000589,"Государственное учреждение социального обслуживания Московской области ""Социальный приют для детей и подростков ""Дом доверия""",5007025395,500701001,4806
03483000576,"Муниципальное учреждение культуры ""Централизованная библиотечная система"" города Люберцы Московской области",5027135533,502701001,4830
03482000588,"Государственное учреждение здравоохранения Московской области ""Психиатрическая больница № 11""",5049005778,504901001,4859
03483000046,"Муниципальное учреждение ""Станция скорой медицинской помощи""",5034082265,503401001,4837
01483000413,Администрация городского поселения Загорянский Щелковского муниципального района Московской области,5050053871,505001001,4861
03483001662,Комитет по народному образованию администрации Солнечногорского муниципального района,5044015155,504401001,4852
03483001663,"""Учреждение ""Управление финансов администрации Орехово-Зуевского муниципального района""",5034037368,503401001,4837
03482000608,Государственное образовательное учреждение начального профессионального образования профессиональное училище №40 Московской области,5030011136,503001001,4833
03482000609,Государственное Образовательное Учреждение начального профессионального образования профессиональное училище № 71 Московской области,5030009144,503001001,4833
03483001666,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 1 ""Солнышко"" городского округа Звенигород комбинированного вида",5015004141,501501001,4814
03483001664,муниципальное образовательное учреждение дополнительного профессионального образования (повышения квалификации) специалистов учебно-методический центр городского округа Рошаля Московской области,5055002197,505501001,4859
03483001665,"Муниципальное учреждение культуры ""Савинский Дом Культуры"" муниципального образования сельского поселения Белавинское",5034032970,503401001,4837
03482000602,Люберецкое управление социальной защиты населения Министерства социальной защиты населения Московской области,7714097791,502702001,4830
03482000603,Государственное образовательное учреждение начального профессионального образования профессиональное училище № 53 Московской области,5004003322,500401001,4803
03483001668,"Муниципальное учреждение здравоохранения Сергиево-Посадского муниципального района Московской области ""Хотьковская городская больница""",5042024348,504201001,4849
03483001669,Муниципальное общеобразовательное учреждение средняя общеобразовательная школа №6,5033008124,503301001,4836
03482000607,Павлово-Посадское управление социальной защиты населения Министерства социальной защиты населения Московской области,7714097791,503531001,4839
03482000604,"Государственное образовательное учреждение дополнительного профессионального образования Московской области ""Яхромская техническая школа""",5007006603,500701001,4806
03482000605,Государственное учреждение Московской области Лотошинский центр занятости населения,5071001320,507101001,4803
03483002414,Муниципальное дошкольное образовательное учреждение Центр развития ребенка - детский сад № 21,5032039056,503201001,4835
03483003521,"Муниципальное учреждение здравоохранения ""Люберецкая районная больница № 3""",5027168698,502701001,4830
03482000328,"Государственное бюджетное учреждение социального обслуживания Московской области ""Серпуховский центр реабилитации инвалидов ""Меридиан""",5043020191,504301001,4850
01483000403,Администрация сельского поселения Чисменское Волоколамского муниципального района Московской области,5004018336,500401001,4803
01483000402,Администрация сельского поселения Кашинское Волоколамского муниципального района Московской области,5004018424,500401001,4803
01483000401,Финансовое управление администрации Волоколамского муниципального района Московской области,5004022300,500401001,4803
01483000407,Администрация сельского поселения Краснопахорское,5074031997,507401001,4840
01483000406,Администрация городского поселения Одинцово Одинцовского муниципального района Московской области,5032140169,503201001,4835
01483000405,Администрация города Протвино,5037001017,503701001,4850
01483000404,Администрация Луховицкого муниципального района Московской области,5072722974,507201001,4828
03481000778,"Государственное образовательное учреждение среднего профессионального образования ""Правдинский лесхоз-техникум""",5038005825,503801001,4843
03483002000,"Муниципальное дошкольное образовательное учреждение Центр развития ребенка- детский сад №34 ""Рябинушка"" Щелковского муниципального района Московской области",5050066341,505001001,4861
03483002979,"Муниципальное дошкольное образовательное учреждение ""Детский сад комбинированного вида № 62""",5042069388,504201001,4849
03482000580,"государственное учреждение ветеринарии Московской области ""Электростальская городская станция по борьбе с болезнями животных""",5053028665,505301001,4863
03483002007,Муниципальное общеобразовательное учреждение Щелковский лицей Щелковского муниципального района Московской области,5050017344,505001001,4861
03482000583,"Государственное бюджетное учреждение социального обслуживания Московской области ""Щелковский социально-реабилитационный центр для несовершеннолетних ""Семья""",5050042380,505001001,4861
01483000301,Управление образования Администрации г.Долгопрудного,5008004817,500801001,4857
03483004210,"Муниципальное бюджетное учреждение спорта ""Спорткомплекс""",5079009018,507901001,4860
03482000582,Государственное образовательное учреждение начального профессионального образования профессиональное училище № 42 Московской области,5050007258,505001001,4861
03483004364,"муниципальное дошкольное образовательное учреждение ""Детский сад № 37 общеразвивающего вида""",5053022800,505301001,4863
03483002005,Муниципальное общеобразовательное учреждение средняя общеобразовательная школа №10 с углубленным изучением отдельных предметов Щелковского муниципального района Московской области,5050031959,505001001,4861
03483000440,"муниципальное бюджетное дошкольное образовательное учреждение центр развития ребёнка - детский сад №29 ""Улыбка""",5029100977,502901001,4832
03483004211,"Муниципальное бюджетное учреждение спорта ""Стадион ""Труд""",5079009040,507901001,4860
03483002004,Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 16 Щелковского муниципального района Московской области,5050032134,505001001,4861
03483004212,Комитет по делам молодежи Администрации Раменского муниципального района,5040045014,504001001,4845
03483004741,"Муниципальное учреждение здравоохранения ""Фирсановская поликлиника""",5047043560,504701001,4857
01483000527,"Совет депутатов муниципального образования ""Городской округ Дзержинский""",5056003370,505601001,4830
03483004214,"Муниципальное дошкольное образовательное учреждение ""Центр развития ребенка - детский сад № 33 ""Тополек""",5054009337,505401001,4817
03483004215,Финансовое управление администрации муниципального образования Люберецкий муниципальный район Московской области,5027150235,502701001,4830
03483001064,Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 1,5034083702,503401001,4837
03483001065,Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 12 с углубленным изучением отдельных предметов,5034083999,503401001,4837
03483001066,"Муниципальное учреждение ""Физкультурно-спортивный комплекс ""Знамя""",5031047939,503101001,4863
03483001067,"Муниципальное дошкольное образовательное учреждение детский сад № 21 ""Солнышко"" общеразвивающего вида",5031031135,503101001,4863
03483001060,Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 2 имени Короленко В.Г. с углубленным изучением иностранного языка,5031031632,503101001,4863
03483001061,Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 4,5031024561,503101001,4863
03483001062,Муниципальное общеобразовательное учреждение основная общеобразовательная школа № 19,5031024138,503101001,4863
03483001063,Муниципальное общеобразовательное учреждение Боровковская средняя общеобразовательная школа № 53,5031043243,503101001,4863
03481000089,"федеральное государственное образовательное учреждение среднего профессионального образования ""Коломенский аграрный колледж""",5022021620,502201001,4870
03483002418,Муниципальное общеобразовательное учреждение Акуловская средняя общеобразовательная школа,5032036217,503201001,4835
03483003128,Муниципальное учреждение Районный информационно-методический центр культуры,5078016083,507801001,4809
03483001068,Муниципальное дошкольное образовательное учреждение детский сад № 81,5031036743,503101001,4863
03483001069,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 101""",5031026544,503101001,4863
03483004512,"Бюджетное учреждение городского поселения Нахабино ""Специализированный многофункциональный центр предоставления муниципальных услуг""",5024111735,502401001,4824
03483002419,Муниципальное общеобразовательное учреждение Назарьевская средняя общеобразовательная школа,5032036320,503201001,4835
03483003538,Муниципальное образовательное учреждение дополнительного образования детей Детско-юношеская спортивная школа,5048052599,504801001,4858
03482000084,"Государственное учреждение ветеринарии Московской области ""Егорьевская районная станция по борьбе с болезнями животных""",5011023030,501101001,4810
03483000589,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа № 9""",5019011020,501901001,4836
03483000223,Муниципальное общеобразовательное учреждение гимназия № 14,5034083935,503401001,4837
03483000481,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа N 2 с углубленным изучением отдельных предметов"" г.Бронницы",5002003550,500201001,4802
01483000023,"Администрация муниципального образования ""Городское поселение Кашира""",5019017920,501901001,4836
03482000242,"Государственное бюджетное учреждение социального обслуживания Московской области ""Серпуховский районный центр социального обслуживания граждан пожилого возраста и инвалидов""",5077016940,507701001,4850
03483004749,"муниципальное общеобразовательное учреждение ""Лицей № 8""",5053012915,505301001,4863
03483002658,Муниципальное общеобразовательное учреждение Лицей научно-инженерного профиля,5018044880,501801001,4817
03481000516,Управление внутренних дел по Одинцовскому муниципальному району Московской области,5032004550,503201001,4835
01483000096,"Муниципальное учреждение ""Администрация муниципального образования ""Сельское поселение Фединское"" Воскресенского муниципального района Московской области",5005041320,500501001,4804
03483000992,"Муниципальное образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи ""Центр психолого-медико-социального сопровождения"" Ступинского муниципального района",5045028125,504501001,4853
03483002632,Муниципальное общеобразовательное учреждение Луховицкая средняя общеобразовательная школа №9,5072713190,507201001,4828
